player_id,last_goal_scored
129,3
4,3
474,3
99,3
110,3
64,3
78,3
80,3
220,3
228,3
239,3
268,3
38,3
233,3
117,3
535,3
447,3
351,3
199,3
180,3
392,3
401,3
327,3
328,3
